Address,Name,Status,Category,Source File
0x800B1B48,func_800B1B48,Not Started,game_code,
0x800B1F44,func_800B1F44,Not Started,game_code,
0x800B200C,func_800B200C,Not Started,game_code,
0x800B24EC,func_800B24EC,Not Started,game_code,
0x800B2658,func_800B2658,Not Started,game_code,
0x800B2828,func_800B2828,Not Started,game_code,
0x800B2928,func_800B2928,Not Started,game_code,
0x800B2D20,func_800B2D20,Not Started,game_code,
0x800B2DF8,func_800B2DF8,Not Started,game_code,
0x800B338C,func_800B338C,Not Started,game_code,
0x800B358C,func_800B358C,Not Started,game_code,
0x800B3590,Input_RegisterActivePad,Not Started,game_code,
0x800B362C,func_800B362C,Not Started,game_code,
0x800B3710,func_800B3710,Not Started,game_code,
0x800B37E8,func_800B37E8,Not Started,game_code,
0x800B39BC,func_800B39BC,Not Started,game_code,
0x800B3B4C,func_800B3B4C,Not Started,game_code,
0x800B3D20,func_800B3D20,Not Started,game_code,
0x800B3F00,func_800B3F00,Not Started,game_code,
0x800B3F28,func_800B3F28,Not Started,game_code,
0x800B3F50,func_800B3F50,Not Started,game_code,
0x800B3FA4,func_800B3FA4,Not Started,game_code,
0x800B41C0,func_800B41C0,Not Started,game_code,
0x800B4208,func_800B4208,Not Started,game_code,
0x800B42F0,func_800B42F0,Not Started,game_code,
0x800B4360,func_800B4360,Not Started,game_code,
0x800B438C,func_800B438C,Not Started,game_code,
0x800B45BC,func_800B45BC,Not Started,game_code,
0x800B4738,func_800B4738,Not Started,game_code,
0x800B4818,func_800B4818,Not Started,game_code,
0x800B4B94,func_800B4B94,Not Started,game_code,
0x800B4DAC,func_800B4DAC,Not Started,game_code,
0x800B4E70,func_800B4E70,Not Started,game_code,
0x800B4FB0,func_800B4FB0,Not Started,game_code,
0x800B557C,func_800B557C,Not Started,game_code,
0x800B55FC,func_800B55FC,Not Started,game_code,
0x800B5694,func_800B5694,Not Started,game_code,
0x800B574C,func_800B574C,Not Started,game_code,
0x800B58A0,func_800B58A0,Not Started,game_code,
0x800B5948,func_800B5948,Not Started,game_code,
0x800B59F8,func_800B59F8,Not Started,game_code,
0x800B5F4C,func_800B5F4C,Not Started,game_code,
0x800B5F88,func_800B5F88,Not Started,game_code,
0x800B5FC4,func_800B5FC4,Not Started,game_code,
0x800B6024,func_800B6024,Not Started,game_code,
0x800B6138,func_800B6138,Not Started,game_code,
0x800B61B0,func_800B61B0,Not Started,game_code,
0x800B61FC,func_800B61FC,Not Started,game_code,
0x800B65B8,func_800B65B8,Not Started,game_code,
0x800B6788,func_800B6788,Not Started,game_code,
0x800B6BEC,func_800B6BEC,Not Started,game_code,
0x800B7128,func_800B7128,Not Started,game_code,
0x800B7170,func_800B7170,Not Started,game_code,
0x800B71A0,func_800B71A0,Not Started,game_code,
0x800B71DC,func_800B71DC,Not Started,game_code,
0x800B7440,func_800B7440,Not Started,game_code,
0x800B74A0,func_800B74A0,Not Started,game_code,
0x800B78F8,func_800B78F8,Not Started,game_code,
0x800B7A40,func_800B7A40,Not Started,game_code,
0x800B8000,func_800B8000,Not Started,game_code,
0x800B811C,Effects_UpdateEmitters,Not Started,game_code,
0x800B821C,func_800B821C,Not Started,game_code,
0x800B82C8,func_800B82C8,Not Started,game_code,
0x800B8374,func_800B8374,Not Started,game_code,
0x800B8650,func_800B8650,Not Started,game_code,
0x800B8820,func_800B8820,Not Started,game_code,
0x800B8C14,func_800B8C14,Not Started,game_code,
0x800B9000,func_800B9000,Not Started,game_code,
0x800B9130,func_800B9130,Not Started,game_code,
0x800B9194,func_800B9194,Not Started,game_code,
0x800B93A8,func_800B93A8,Not Started,game_code,
0x800B9400,func_800B9400,Not Started,game_code,
0x800B9774,func_800B9774,Not Started,game_code,
0x800B9A0C,func_800B9A0C,Not Started,game_code,
0x800B9D68,func_800B9D68,Not Started,game_code,
0x800BA000,func_800BA000,Not Started,game_code,
0x800BA00C,func_800BA00C,Not Started,game_code,
0x800BA2E8,func_800BA2E8,Not Started,game_code,
0x800BA46C,func_800BA46C,Not Started,game_code,
0x800BA644,func_800BA644,Not Started,game_code,
0x800BA7C4,func_800BA7C4,Not Started,game_code,
0x800BA800,func_800BA800,Not Started,game_code,
0x800BAAA0,func_800BAAA0,Not Started,game_code,
0x800BAD58,func_800BAD58,Not Started,game_code,
0x800BADE0,func_800BADE0,Not Started,game_code,
0x800BAE24,physics_calc,Not Started,game_code,
0x800BAF64,func_800BAF64,Not Started,game_code,
0x800BAF98,func_800BAF98,Not Started,game_code,
0x800BB000,func_800BB000,Not Started,game_code,
0x800BB044,func_800BB044,Decompiled,game_code,src/game/collision.c
0x800BB140,func_800BB140,Decompiled,game_code,src/game/collision.c
0x800BB400,func_800BB400,Not Started,game_code,
0x800BB69C,func_800BB69C,Decompiled,game_code,src/game/collision.c
0x800BB800,func_800BB800,Not Started,game_code,
0x800BB834,func_800BB834,Decompiled,game_code,src/game/collision.c
0x800BB9BC,func_800BB9BC,Decompiled,game_code,src/game/collision.c
0x800BBC00,func_800BBC00,Not Started,game_code,
0x800BC1E8,func_800BC1E8,Not Started,game_code,
0x800BC2BC,func_800BC2BC,Not Started,game_code,
0x800BCBB8,func_800BCBB8,Not Started,game_code,
0x800BCEE4,func_800BCEE4,Not Started,game_code,
0x800BD104,func_800BD104,Not Started,game_code,
0x800BD2C8,func_800BD2C8,Not Started,game_code,
0x800BD2D0,func_800BD2D0,Not Started,game_code,
0x800BDAA8,func_800BDAA8,Not Started,game_code,
0x800BDDFC,func_800BDDFC,Not Started,game_code,
0x800BDEBC,func_800BDEBC,Not Started,game_code,
0x800BE078,func_800BE078,Not Started,game_code,
0x800BE4B4,func_800BE4B4,Not Started,game_code,
0x800BE4F8,func_800BE4F8,Not Started,game_code,
0x800BE7BC,func_800BE7BC,Not Started,game_code,
0x800BE9A0,func_800BE9A0,Not Started,game_code,
0x800BE9E8,func_800BE9E8,Not Started,game_code,
0x800BEAA0,func_800BEAA0,Not Started,game_code,
0x800BEE2C,func_800BEE2C,Not Started,game_code,
0x800BF024,func_800BF024,Not Started,game_code,
0x800BF0A4,func_800BF0A4,Not Started,game_code,
0x800BF148,func_800BF148,Not Started,game_code,
0x800BF1C8,func_800BF1C8,Not Started,game_code,
0x800BF2B8,func_800BF2B8,Not Started,game_code,
0x800BF394,func_800BF394,Not Started,game_code,
0x800BF45C,func_800BF45C,Not Started,game_code,
0x800BF838,func_800BF838,Not Started,game_code,
0x800BFBEC,func_800BFBEC,Not Started,game_code,
0x800BFD68,func_800BFD68,Not Started,game_code,
0x800BFD94,func_800BFD94,Not Started,game_code,
0x800C0000,func_800C0000,Not Started,game_code,
0x800C00E0,func_800C00E0,Not Started,game_code,
0x800C02A0,func_800C02A0,Not Started,game_code,
0x800C04CC,func_800C04CC,Not Started,game_code,
0x800C085C,func_800C085C,Not Started,game_code,
0x800C0AC0,func_800C0AC0,Not Started,game_code,
0x800C1604,func_800C1604,Not Started,game_code,
0x800C1B8C,func_800C1B8C,Not Started,game_code,
0x800C2020,func_800C2020,Not Started,game_code,
0x800C2228,func_800C2228,Not Started,game_code,
0x800C244C,func_800C244C,Not Started,game_code,
0x800C26E0,func_800C26E0,Not Started,game_code,
0x800C2960,func_800C2960,Not Started,game_code,
0x800C2BE0,func_800C2BE0,Not Started,game_code,
0x800C3594,func_800C3594,Not Started,game_code,
0x800C3614,func_800C3614,Not Started,game_code,
0x800C36A0,func_800C36A0,Not Started,game_code,
0x800C3AD0,func_800C3AD0,Not Started,game_code,
0x800C40F8,func_800C40F8,Not Started,game_code,
0x800C4180,func_800C4180,Not Started,game_code,
0x800C4200,func_800C4200,Not Started,game_code,
0x800C46D0,func_800C46D0,Not Started,game_code,
0x800C4CF8,func_800C4CF8,Not Started,game_code,
0x800C4F68,func_800C4F68,Not Started,game_code,
0x800C5500,func_800C5500,Not Started,game_code,
0x800C55E4,func_800C55E4,Not Started,game_code,
0x800C5644,func_800C5644,Not Started,game_code,
0x800C6404,func_800C6404,Not Started,game_code,
0x800C69C0,func_800C69C0,Not Started,game_code,
0x800C6AA0,func_800C6AA0,Not Started,game_code,
0x800C70BC,func_800C70BC,Not Started,game_code,
0x800C7110,func_800C7110,Not Started,game_code,
0x800C7308,func_800C7308,Not Started,game_code,
0x800C734C,func_800C734C,Not Started,game_code,
0x800C7578,func_800C7578,Not Started,game_code,
0x800C760C,func_800C760C,Not Started,game_code,
0x800C7818,func_800C7818,Not Started,game_code,
0x800C7ED4,func_800C7ED4,Not Started,game_code,
0x800C813C,func_800C813C,Not Started,game_code,
0x800C84FC,func_800C84FC,Not Started,game_code,
0x800C85F0,checkpoint_check,Not Started,game_code,
0x800C878C,func_800C878C,Not Started,game_code,
0x800C87F4,func_800C87F4,Not Started,game_code,
0x800C8864,func_800C8864,Not Started,game_code,
0x800C8920,func_800C8920,Not Started,game_code,
0x800C8B8C,func_800C8B8C,Not Started,game_code,
0x800C8FA4,func_800C8FA4,Not Started,game_code,
0x800C90E0,func_800C90E0,Not Started,game_code,
0x800C9194,func_800C9194,Not Started,game_code,
0x800C9210,func_800C9210,Not Started,game_code,
0x800C92DC,func_800C92DC,Not Started,game_code,
0x800C9334,func_800C9334,Not Started,game_code,
0x800C937C,func_800C937C,Not Started,game_code,
0x800C93AC,func_800C93AC,Not Started,game_code,
0x800C9404,func_800C9404,Not Started,game_code,
0x800C9480,func_800C9480,Not Started,game_code,
0x800C9530,func_800C9530,Not Started,game_code,
0x800C95DC,func_800C95DC,Not Started,game_code,
0x800C997C,func_800C997C,Not Started,game_code,
0x800C9AE0,func_800C9AE0,Not Started,game_code,
0x800C9BE0,func_800C9BE0,Not Started,game_code,
0x800CA300,func_800CA300,Not Started,game_code,
0x800CA308,func_800CA308,Not Started,game_code,
0x800CA3B4,func_800CA3B4,Not Started,game_code,
0x800CADA4,func_800CADA4,Not Started,game_code,
0x800CB748,func_800CB748,Not Started,game_code,
0x800CB9A0,func_800CB9A0,Not Started,game_code,
0x800CB9D0,func_800CB9D0,Not Started,game_code,
0x800CBBD4,func_800CBBD4,Not Started,game_code,
0x800CBE08,func_800CBE08,Not Started,game_code,
0x800CBE8C,func_800CBE8C,Not Started,game_code,
0x800CBF2C,func_800CBF2C,Not Started,game_code,
0x800CC040,func_800CC040,Not Started,game_code,
0x800CC3C0,func_800CC3C0,Not Started,game_code,
0x800CC540,func_800CC540,Not Started,game_code,
0x800CC804,func_800CC804,Not Started,game_code,
0x800CC848,func_800CC848,Not Started,game_code,
0x800CC8C8,func_800CC8C8,Not Started,game_code,
0x800CCA04,func_800CCA04,Not Started,game_code,
0x800CCCCC,func_800CCCCC,Not Started,game_code,
0x800CCE5C,func_800CCE5C,Not Started,game_code,
0x800CCEFC,func_800CCEFC,Not Started,game_code,
0x800CD058,func_800CD058,Not Started,game_code,
0x800CD104,func_800CD104,Not Started,game_code,
0x800CD544,func_800CD544,Not Started,game_code,
0x800CD6E0,func_800CD6E0,Not Started,game_code,
0x800CD748,func_800CD748,Not Started,game_code,
0x800CD798,func_800CD798,Not Started,game_code,
0x800CD8EC,func_800CD8EC,Not Started,game_code,
0x800CDA90,func_800CDA90,Not Started,game_code,
0x800CDAE0,func_800CDAE0,Not Started,game_code,
0x800CDCAC,func_800CDCAC,Not Started,game_code,
0x800CDEEC,func_800CDEEC,Not Started,game_code,
0x800CE1EC,func_800CE1EC,Not Started,game_code,
0x800CE358,func_800CE358,Not Started,game_code,
0x800CED3C,func_800CED3C,Not Started,game_code,
0x800CF06C,func_800CF06C,Not Started,game_code,
0x800CF290,func_800CF290,Not Started,game_code,
0x800CF374,func_800CF374,Not Started,game_code,
0x800CF69C,func_800CF69C,Not Started,game_code,
0x800CFE74,func_800CFE74,Not Started,game_code,
0x800D000C,func_800D000C,Not Started,game_code,
0x800D03DC,func_800D03DC,Not Started,game_code,
0x800D0424,func_800D0424,Not Started,game_code,
0x800D08E4,func_800D08E4,Not Started,game_code,
0x800D0BA0,func_800D0BA0,Not Started,game_code,
0x800D1004,func_800D1004,Not Started,game_code,
0x800D11BC,func_800D11BC,Not Started,game_code,
0x800D1248,func_800D1248,Not Started,game_code,
0x800D138C,func_800D138C,Not Started,game_code,
0x800D16B0,func_800D16B0,Not Started,game_code,
0x800D18E4,func_800D18E4,Not Started,game_code,
0x800D197C,func_800D197C,Not Started,game_code,
0x800D1AB8,func_800D1AB8,Not Started,game_code,
0x800D1CE0,func_800D1CE0,Not Started,game_code,
0x800D2488,func_800D2488,Not Started,game_code,
0x800D24C8,func_800D24C8,Not Started,game_code,
0x800D2928,func_800D2928,Not Started,game_code,
0x800D2A74,func_800D2A74,Not Started,game_code,
0x800D2C2C,func_800D2C2C,Not Started,game_code,
0x800D2CDC,func_800D2CDC,Not Started,game_code,
0x800D2DCC,func_800D2DCC,Not Started,game_code,
0x800D2E94,func_800D2E94,Not Started,game_code,
0x800D2FA8,func_800D2FA8,Not Started,game_code,
0x800D3430,func_800D3430,Not Started,game_code,
0x800D349C,func_800D349C,Not Started,game_code,
0x800D3B28,func_800D3B28,Not Started,game_code,
0x800D4DFC,func_800D4DFC,Not Started,game_code,
0x800D4EF4,func_800D4EF4,Not Started,game_code,
0x800D5050,func_800D5050,Not Started,game_code,
0x800D510C,func_800D510C,Not Started,game_code,
0x800D52D4,func_800D52D4,Not Started,game_code,
0x800D5374,func_800D5374,Not Started,game_code,
0x800D54E0,func_800D54E0,Not Started,game_code,
0x800D5524,func_800D5524,Not Started,game_code,
0x800D5798,func_800D5798,Not Started,game_code,
0x800D5834,func_800D5834,Not Started,game_code,
0x800D5894,func_800D5894,Not Started,game_code,
0x800D58CC,func_800D58CC,Not Started,game_code,
0x800D5A04,func_800D5A04,Not Started,game_code,
0x800D5BB0,func_800D5BB0,Not Started,game_code,
0x800D5C90,func_800D5C90,Not Started,game_code,
0x800D5E64,func_800D5E64,Not Started,game_code,
0x800D60B4,func_800D60B4,Not Started,game_code,
0x800D616C,func_800D616C,Not Started,game_code,
0x800D6290,func_800D6290,Not Started,game_code,
0x800D62EC,func_800D62EC,Not Started,game_code,
0x800D6348,func_800D6348,Not Started,game_code,
0x800D63C4,func_800D63C4,Not Started,game_code,
0x800D63F4,func_800D63F4,Not Started,game_code,
0x800D6530,func_800D6530,Not Started,game_code,
0x800D6698,func_800D6698,Not Started,game_code,
0x800D67C0,func_800D67C0,Not Started,game_code,
0x800D691C,func_800D691C,Not Started,game_code,
0x800D6E00,func_800D6E00,Not Started,game_code,
0x800D6E7C,func_800D6E7C,Not Started,game_code,
0x800D71D0,func_800D71D0,Not Started,game_code,
0x800D7634,func_800D7634,Not Started,game_code,
0x800D7D40,func_800D7D40,Not Started,game_code,
0x800D7DC4,func_800D7DC4,Not Started,game_code,
0x800D7E88,func_800D7E88,Not Started,game_code,
0x800D8184,func_800D8184,Not Started,game_code,
0x800D8C58,func_800D8C58,Not Started,game_code,
0x800D9060,func_800D9060,Not Started,game_code,
0x800D91A0,func_800D91A0,Not Started,game_code,
0x800DA0CC,func_800DA0CC,Not Started,game_code,
0x800DA174,func_800DA174,Not Started,game_code,
0x800DA2D0,func_800DA2D0,Not Started,game_code,
0x800DABDC,func_800DABDC,Not Started,game_code,
0x800DB1E0,func_800DB1E0,Not Started,game_code,
0x800DB758,func_800DB758,Not Started,game_code,
0x800DB7B4,func_800DB7B4,Not Started,game_code,
0x800DB81C,func_800DB81C,Not Started,game_code,
0x800DC248,func_800DC248,Not Started,game_code,
0x800DC3F8,func_800DC3F8,Not Started,game_code,
0x800DC720,func_800DC720,Not Started,game_code,
0x800DC794,func_800DC794,Not Started,game_code,
0x800DC88C,func_800DC88C,Not Started,game_code,
0x800DC99C,func_800DC99C,Not Started,game_code,
0x800DCD1C,func_800DCD1C,Not Started,game_code,
0x800DCD94,func_800DCD94,Not Started,game_code,
0x800DCDF4,func_800DCDF4,Not Started,game_code,
0x800DD0D0,func_800DD0D0,Not Started,game_code,
0x800DD4AC,func_800DD4AC,Not Started,game_code,
0x800DDFAC,func_800DDFAC,Not Started,game_code,
0x800DE20C,func_800DE20C,Not Started,game_code,
0x800DE4DC,func_800DE4DC,Not Started,game_code,
0x800DE868,func_800DE868,Not Started,game_code,
0x800DEBAC,func_800DEBAC,Not Started,game_code,
0x800DEC8C,func_800DEC8C,Not Started,game_code,
0x800DEF68,func_800DEF68,Not Started,game_code,
0x800DFB08,func_800DFB08,Not Started,game_code,
0x800DFBC4,func_800DFBC4,Not Started,game_code,
0x800E0050,func_800E0050,Not Started,game_code,
0x800E05F0,func_800E05F0,Not Started,game_code,
0x800E0B20,func_800E0B20,Not Started,game_code,
0x800E114C,func_800E114C,Not Started,game_code,
0x800E1540,func_800E1540,Not Started,game_code,
0x800E15A8,func_800E15A8,Not Started,game_code,
0x800E1C30,func_800E1C30,Not Started,game_code,
0x800E1F80,func_800E1F80,Not Started,game_code,
0x800E23A4,func_800E23A4,Not Started,game_code,
0x800E2A3C,func_800E2A3C,Not Started,game_code,
0x800E2A64,func_800E2A64,Not Started,game_code,
0x800E2F00,func_800E2F00,Not Started,game_code,
0x800E31D4,func_800E31D4,Not Started,game_code,
0x800E32CC,func_800E32CC,Not Started,game_code,
0x800E3724,func_800E3724,Not Started,game_code,
0x800E398C,func_800E398C,Not Started,game_code,
0x800E451C,func_800E451C,Not Started,game_code,
0x800E4B58,func_800E4B58,Not Started,game_code,
0x800E5444,func_800E5444,Not Started,game_code,
0x800E571C,func_800E571C,Not Started,game_code,
0x800E6824,func_800E6824,Not Started,game_code,
0x800E6AF8,func_800E6AF8,Not Started,game_code,
0x800E7040,func_800E7040,Not Started,game_code,
0x800E7134,func_800E7134,Not Started,game_code,
0x800E73E4,Input_PollPads,Not Started,game_code,
0x800E7710,func_800E7710,Not Started,game_code,
0x800E7808,func_800E7808,Not Started,game_code,
0x800E7914,func_800E7914,Not Started,game_code,
0x800E7980,func_800E7980,Not Started,game_code,
0x800E79F8,func_800E79F8,Not Started,game_code,
0x800E7A98,func_800E7A98,Not Started,game_code,
0x800E7B44,func_800E7B44,Not Started,game_code,
0x800E7C2C,func_800E7C2C,Not Started,game_code,
0x800E7D14,func_800E7D14,Not Started,game_code,
0x800E7FC8,func_800E7FC8,Not Started,game_code,
0x800E847C,func_800E847C,Not Started,game_code,
0x800E8CB8,func_800E8CB8,Not Started,game_code,
0x800E8D50,func_800E8D50,Not Started,game_code,
0x800E8F10,func_800E8F10,Not Started,game_code,
0x800E92C8,func_800E92C8,Not Started,game_code,
0x800E95DC,func_800E95DC,Not Started,game_code,
0x800E9C70,func_800E9C70,Not Started,game_code,
0x800E9E2C,func_800E9E2C,Not Started,game_code,
0x800EA108,func_800EA108,Not Started,game_code,
0x800EA2DC,func_800EA2DC,Not Started,game_code,
0x800EA3F4,func_800EA3F4,Not Started,game_code,
0x800EB028,func_800EB028,Not Started,game_code,
0x800EB690,func_800EB690,Not Started,game_code,
0x800EB90C,func_800EB90C,Not Started,game_code,
0x800EC0DC,func_800EC0DC,Not Started,game_code,
0x800EC2F8,func_800EC2F8,Not Started,game_code,
0x800EC928,func_800EC928,Not Started,game_code,
0x800ECB74,func_800ECB74,Not Started,game_code,
0x800ECC18,func_800ECC18,Not Started,game_code,
0x800ED674,func_800ED674,Not Started,game_code,
0x800ED764,func_800ED764,Not Started,game_code,
0x800ED7B4,func_800ED7B4,Not Started,game_code,
0x800ED804,func_800ED804,Not Started,game_code,
0x800EDACC,func_800EDACC,Not Started,game_code,
0x800EDCE8,func_800EDCE8,Not Started,game_code,
0x800EDDC0,func_800EDDC0,Not Started,game_code,
0x800EE5DC,func_800EE5DC,Not Started,game_code,
0x800EE7C4,func_800EE7C4,Not Started,game_code,
0x800EE820,func_800EE820,Not Started,game_code,
0x800EE88C,func_800EE88C,Not Started,game_code,
0x800EE8B4,func_800EE8B4,Not Started,game_code,
0x800EEA7C,func_800EEA7C,Not Started,game_code,
0x800EEDB0,func_800EEDB0,Not Started,game_code,
0x800EF288,func_800EF288,Not Started,game_code,
0x800EF5B0,func_800EF5B0,Not Started,game_code,
0x800EF62C,func_800EF62C,Not Started,game_code,
0x800EF8F4,func_800EF8F4,Not Started,game_code,
0x800EFEA8,func_800EFEA8,Not Started,game_code,
0x800F0100,func_800F0100,Not Started,game_code,
0x800F0674,func_800F0674,Not Started,game_code,
0x800F084C,func_800F084C,Not Started,game_code,
0x800F091C,func_800F091C,Not Started,game_code,
0x800F0F4C,func_800F0F4C,Not Started,game_code,
0x800F1120,func_800F1120,Not Started,game_code,
0x800F121C,func_800F121C,Not Started,game_code,
0x800F193C,func_800F193C,Not Started,game_code,
0x800F1D04,func_800F1D04,Not Started,game_code,
0x800F20A0,func_800F20A0,Not Started,game_code,
0x800F2720,func_800F2720,Not Started,game_code,
0x800F2890,func_800F2890,Not Started,game_code,
0x800F2A28,func_800F2A28,Not Started,game_code,
0x800F34D8,func_800F34D8,Not Started,game_code,
0x800F42D0,func_800F42D0,Not Started,game_code,
0x800F43D4,func_800F43D4,Not Started,game_code,
0x800F4604,func_800F4604,Not Started,game_code,
0x800F497C,func_800F497C,Not Started,game_code,
0x800F4B8C,func_800F4B8C,Not Started,game_code,
0x800F4D94,func_800F4D94,Not Started,game_code,
0x800F4FEC,func_800F4FEC,Not Started,game_code,
0x800F54C0,func_800F54C0,Not Started,game_code,
0x800F56E0,func_800F56E0,Not Started,game_code,
0x800F5F00,func_800F5F00,Not Started,game_code,
0x800F5F90,func_800F5F90,Not Started,game_code,
0x800F64D4,func_800F64D4,Not Started,game_code,
0x800F68A4,func_800F68A4,Not Started,game_code,
0x800F6934,func_800F6934,Not Started,game_code,
0x800F6AB8,func_800F6AB8,Not Started,game_code,
0x800F733C,UpdateActiveObjects,Not Started,game_code,
0x800F7344,func_800F7344,Not Started,game_code,
0x800F73FC,func_800F73FC,Not Started,game_code,
0x800F7454,func_800F7454,Not Started,game_code,
0x800F7C28,func_800F7C28,Not Started,game_code,
0x800F7E70,func_800F7E70,Not Started,game_code,
0x800F7F44,func_800F7F44,Not Started,game_code,
0x800F8588,func_800F8588,Not Started,game_code,
0x800F8754,func_800F8754,Not Started,game_code,
0x800F87AC,func_800F87AC,Not Started,game_code,
0x800F8B70,func_800F8B70,Not Started,game_code,
0x800F8D9C,func_800F8D9C,Not Started,game_code,
0x800F8EC8,func_800F8EC8,Not Started,game_code,
0x800F93A0,func_800F93A0,Not Started,game_code,
0x800FA9B4,func_800FA9B4,Not Started,game_code,
0x800FAD58,func_800FAD58,Not Started,game_code,
0x800FADE0,func_800FADE0,Not Started,game_code,
0x800FAF6C,func_800FAF6C,Not Started,game_code,
0x800FB234,func_800FB234,Not Started,game_code,
0x800FB2C8,func_800FB2C8,Not Started,game_code,
0x800FBBFC,func_800FBBFC,Not Started,game_code,
0x800FBC30,func_800FBC30,Not Started,game_code,
0x800FBC38,func_800FBC38,Not Started,game_code,
0x800FBF2C,func_800FBF2C,Not Started,game_code,
0x800FBF88,func_800FBF88,Not Started,game_code,
0x800FBF90,func_800FBF90,Not Started,game_code,
0x800FBFE4,func_800FBFE4,Not Started,game_code,
0x800FC038,func_800FC038,Not Started,game_code,
0x800FC0EC,func_800FC0EC,Not Started,game_code,
0x800FC228,func_800FC228,Not Started,game_code,
0x800FC25C,func_800FC25C,Not Started,game_code,
0x800FC89C,func_800FC89C,Not Started,game_code,
0x800FC960,func_800FC960,Not Started,game_code,
0x800FCA00,func_800FCA00,Not Started,game_code,
0x800FCDF8,func_800FCDF8,Not Started,game_code,
0x800FD024,func_800FD024,Not Started,game_code,
0x800FD238,func_800FD238,Not Started,game_code,
0x800FD240,func_800FD240,Not Started,game_code,
0x800FD464,func_800FD464,Not Started,game_code,
0x800FD7E8,func_800FD7E8,Not Started,game_code,
0x800FD8DC,func_800FD8DC,Not Started,game_code,
0x800FD9F8,func_800FD9F8,Not Started,game_code,
0x800FDF94,func_800FDF94,Not Started,game_code,
0x800FE08C,func_800FE08C,Not Started,game_code,
0x800FE4BC,func_800FE4BC,Not Started,game_code,
0x800FE520,func_800FE520,Not Started,game_code,
0x800FE5B0,func_800FE5B0,Not Started,game_code,
0x800FE7A4,func_800FE7A4,Not Started,game_code,
0x800FE848,func_800FE848,Not Started,game_code,
0x800FE924,func_800FE924,Not Started,game_code,
0x800FEA08,func_800FEA08,Not Started,game_code,
0x800FEC60,func_800FEC60,Not Started,game_code,
0x800FECA4,func_800FECA4,Not Started,game_code,
0x800FEE04,func_800FEE04,Not Started,game_code,
0x800FF298,func_800FF298,Not Started,game_code,
0x800FF724,func_800FF724,Not Started,game_code,
0x800FFDF8,func_800FFDF8,Not Started,game_code,
0x80100564,func_80100564,Not Started,game_code,
0x80100B8C,func_80100B8C,Not Started,game_code,
0x80100D30,func_80100D30,Not Started,game_code,
0x80100E60,func_80100E60,Not Started,game_code,
0x8010190C,func_8010190C,Not Started,game_code,
0x80101D8C,func_80101D8C,Not Started,game_code,
0x8010221C,func_8010221C,Not Started,game_code,
0x80102450,func_80102450,Not Started,game_code,
0x80102988,func_80102988,Not Started,game_code,
0x80102F30,func_80102F30,Not Started,game_code,
0x80103D28,func_80103D28,Not Started,game_code,
0x80104704,func_80104704,Not Started,game_code,
0x80104B14,func_80104B14,Not Started,game_code,
0x80105480,func_80105480,Not Started,game_code,
0x80105B74,func_80105B74,Not Started,game_code,
0x80105DB0,func_80105DB0,Not Started,game_code,
0x80105EA8,func_80105EA8,Not Started,game_code,
0x80106874,func_80106874,Not Started,game_code,
0x80106B3C,func_80106B3C,Not Started,game_code,
0x80106D94,func_80106D94,Not Started,game_code,
0x801073D8,func_801073D8,Not Started,game_code,
0x8010761C,func_8010761C,Not Started,game_code,
0x80107AF4,func_80107AF4,Not Started,game_code,
0x80107EDC,func_80107EDC,Not Started,game_code,
0x80108154,func_80108154,Not Started,game_code,
0x801084D4,func_801084D4,Not Started,game_code,
0x80108AB0,func_80108AB0,Not Started,game_code,
0x80108DA8,func_80108DA8,Not Started,game_code,
0x80108F40,func_80108F40,Not Started,game_code,
0x80109468,func_80109468,Not Started,game_code,
0x80109A60,func_80109A60,Not Started,game_code,
0x80109F5C,func_80109F5C,Not Started,game_code,
0x8010A53C,func_8010A53C,Not Started,game_code,
0x8010A7AC,func_8010A7AC,Not Started,game_code,
0x8010A8D0,func_8010A8D0,Not Started,game_code,
0x8010AEAC,func_8010AEAC,Not Started,game_code,
0x8010B528,func_8010B528,Not Started,game_code,
0x8010B560,func_8010B560,Not Started,game_code,
0x8010B5D0,func_8010B5D0,Not Started,game_code,
0x8010B7FC,func_8010B7FC,Not Started,game_code,
0x8010B9C8,func_8010B9C8,Not Started,game_code,
0x8010BC84,func_8010BC84,Not Started,game_code,
0x8010C02C,func_8010C02C,Not Started,game_code,
0x8010C450,func_8010C450,Not Started,game_code,
0x8010C590,func_8010C590,Not Started,game_code,
0x8010C6D0,func_8010C6D0,Not Started,game_code,
0x8010C7F4,func_8010C7F4,Not Started,game_code,
0x8010C974,func_8010C974,Not Started,game_code,
0x8010D3C0,func_8010D3C0,Not Started,game_code,
0x8010D680,func_8010D680,Not Started,game_code,
0x8010D85C,func_8010D85C,Not Started,game_code,
0x8010D9CC,func_8010D9CC,Not Started,game_code,
0x8010DAF8,func_8010DAF8,Not Started,game_code,
0x8010DBB8,func_8010DBB8,Not Started,game_code,
0x8010DCFC,func_8010DCFC,Not Started,game_code,
0x8010DF90,func_8010DF90,Not Started,game_code,
0x8010E0FC,func_8010E0FC,Not Started,game_code,
0x8010E4EC,func_8010E4EC,Not Started,game_code,
0x8010E69C,func_8010E69C,Not Started,game_code,
0x8010E72C,func_8010E72C,Not Started,game_code,
0x8010E828,func_8010E828,Not Started,game_code,
0x8010E8B4,func_8010E8B4,Not Started,game_code,
0x8010EA14,func_8010EA14,Not Started,game_code,
